% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=389935, Fri Dec 13 11:36:03 2019
1 8 -0.17422358634419796 -0.004345836702715721 0.061883966392947555 0.06188396639294755 1 1 1 1
2 16 -0.1356859040609653 -0.021812572703547365 0.018692195094054218 0.19449699770798984 1 1 1 1
2 16 -0.15645154389659607 -0.06541689915478344 0.0452931954414505 0.059171801620215465 1 1 1 1
2 16 -0.2814308032800085 -0.030455137411398908 0.05964438953024538 0.05964438953024538 1 1 1 1
2 16 -0.23279343662750093 -0.10155946332311876 0.07245335348472894 0.3188046712365444 1 1 1 1
2 16 -0.18584302014456722 -0.00478257068245214 0.037769124512580736 0.13131863538062288 1 1 1 1
2 16 -0.3267476607062873 -0.02031232480031353 5.760996343477104e-05 0.06745681585612547 1 1 1 1
2 16 -0.22141287416100475 -0.0017668981683834136 0.03796137801097495 0.14644146103002362 1 1 1 1
2 16 -0.3554602209486426 -0.09487327288418482 0.005134614992975655 0.1711282853854231 1 1 1 1
2 16 -0.33994511853422227 -0.04427260489407486 0.022551088474070755 0.16366255350281333 1 1 1 1
2 16 -0.08564633311167535 -0.08564633311167535 0.040149275087971385 0.325519154756947 1 1 1 1
2 16 -0.19933188487562722 -0.09162570663717762 0.02081645231137568 0.2396582100594256 1 1 1 1
