% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=389935, Fri Dec 13 11:36:03 2019, <python>{}</python>
1 8 3.0153219073103843 1.0000375007031337 -10.83556173149908 -1.0835561731499080e+01 99997.46193803575 100000.0   
2 16 2.612812671072466 1.2533400060187305 -13.111204183608995 -1.1925664270607102e+01 -3.176065817748205 100000.0   
2 16 4.063155281788045 1.2461139030924664 100000 1.0000000000000000e+05 100000 100000   
2 16 3.2286980286950513 1.2992959045434833 -10.734994235234906 -9.0621368302519478e+00 -3.953022819964012 100000.0   
2 16 3.037086084991858 1.2710324794781795 -9.840482652058412 -9.8404826520584123e+00 -9.641910252851877 -9.241629462972053   
2 16 3.7810150162933858 1.3688602349389436 -12.288939557885438 -1.2288939557885438e+01 -11.612586553891358 100000.0   
2 16 3.3238281183512504 1.3541733368805695 -10.99336585283352 -1.0993365852833520e+01 -10.406569904577042 99998.28113179927   
2 16 2.8051925559716957 1.4159043426686349 -12.013867258327192 -1.2013867258327192e+01 -7.640398175907413 100000.0   
2 16 3.879317827088656 1.5393200626433663 -11.335737000370903 -1.1335737000370903e+01 -9.948673706095866 100000.0   
2 16 3.7683969421673105 1.226656117059789 -10.137628709560385 -1.0137628709560385e+01 -10.136654860445146 -10.062465942055907   
2 16 2.968849962202603 1.5199126537514929 -12.236096461346442 -1.2236096461346442e+01 -3.3045599403376738 100000.0   
2 16 2.9937867505881672 1.2136598286710867 -13.06733361560216 -1.3067333615602159e+01 99981.71426835848 99986.23190862511   
