% # columns="iteration, evaluation, void, void, void, xmean", seed=389935, Fri Dec 13 11:36:03 2019, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 8 0 0 0 3.754662508729992 -4.503920828061477 -0.621778926543251 4.732562698394425
2 16 0 0 0 -1.3691013205639129 -5.099454859243551 -3.670791371312955 -2.6066107968884995
2 16 0 0 0 -13.251639008071486 3.222868426628114 4.036025309800043 2.2458246846596794
2 16 0 0 0 2.1692459780783233 -2.7024985930843317 -1.3918166870627746 3.771219961903013
2 16 0 0 0 7.506259313035809 6.647666862183132 -0.06980034040158101 -2.5841775617331004
2 16 0 0 0 3.8043330313704105 1.738784073283587 -4.9904473413582995 -4.561939474046356
2 16 0 0 0 4.2915978865528155 -4.766216217745496 -4.229541936359249 5.7033289882889076
2 16 0 0 0 1.7288141282662433 -4.749451275953468 -3.0860615304773336 2.70398864315957
2 16 0 0 0 8.214024968747882 -5.7625768717290295 1.5474754844293592 0.8995436824987783
2 16 0 0 0 8.3507565068847 2.9283963634496972 -7.157726357851039 0.8748419531892146
2 16 0 0 0 1.017463999374824 -3.350523214323119 -2.9722387474533596 3.107394563684456
2 16 0 0 0 6.743701243316448 -4.894707741149031 -0.8575027756834238 -0.5120483558393087
